userId,title,score
19,World of Apu  The (Apur Sansar) (1959),4.6066384
19,Anna (1996),4.593943
19,The Deadly Cure (1996),4.5808783
19,Some Mother's Son (1996),4.483282
19,Saint of Fort Washington  The (1993),4.473546
19,Someone Else's America (1995),4.4543424
19,Spanish Prisoner  The (1997),4.4454036
20,Visitors  The (Visiteurs  Les) (1993),4.6529107
20,Hurricane Streets (1998),4.1650395
20,Golden Earrings (1947),3.9964066
20,Sum of Us  The (1994),3.877635
20,Rough Magic (1995),3.874499
20,Horseman on the Roof  The (Hussard sur le toit  Le) (1995),3.8632374
20,Boys of St. Vincent  The (1993),3.7901886
20,Sixth Man  The (1997),3.7842677
20,Doom Generation  The (1995),3.7716222
20,Mondo (1996),3.7640018
21,Boys  Les (1997),5.337626
21,Angel Baby (1995),4.877056
21,Pather Panchali (1955),4.562422
21,Saint of Fort Washington  The (1993),4.534267
21,Mina Tannenbaum (1994),4.390424
21,Spanish Prisoner  The (1997),4.3809714
21,Butcher Boy  The (1998),4.3809714
21,Butcher Boy  The (1998),4.3809714
21,Brothers in Trouble (1995),4.3809714
21,Santa with Muscles (1996),4.353005
22,Boys  Les (1997),6.1466374
22,Angel Baby (1995),5.3808737
22,Saint of Fort Washington  The (1993),5.1695995
22,Santa with Muscles (1996),5.0293436
22,Faust (1994),4.8477798
22,Pather Panchali (1955),4.7764535
22,Star Wars (1977),4.7677
22,Godfather  The (1972),4.7197723
22,Usual Suspects  The (1995),4.6852155
22,Godfather: Part II  The (1974),4.647432
23,Angel Baby (1995),4.825166
23,Boys  Les (1997),4.7749577
23,Santa with Muscles (1996),4.7382936
23,Faust (1994),4.7076716
23,Close Shave  A (1995),4.6563725
23,Pather Panchali (1955),4.6181946
23,Wrong Trousers  The (1993),4.5609517
23,Wallace & Gromit: The Best of Aardman Animation (1996),4.536321
23,Anna (1996),4.531089
23,Aiqing wansui (1994),4.5301967
24,Saint of Fort Washington  The (1993),5.38595
24,Pather Panchali (1955),5.3817515
24,Boys  Les (1997),5.308988
24,Spanish Prisoner  The (1997),5.293076
24,Butcher Boy  The (1998),5.293076
24,Butcher Boy  The (1998),5.293076
24,Brothers in Trouble (1995),5.293076
24,Some Mother's Son (1996),5.2767715
24,Anna (1996),5.2232814
24,Angel Baby (1995),5.211742
25,Santa with Muscles (1996),4.8832693
25,Star Kid (1997),4.811212
25,Horseman on the Roof  The (Hussard sur le toit  Le) (1995),4.7937684
25,Saint of Fort Washington  The (1993),4.75016
25,Pather Panchali (1955),4.6717587
25,Spanish Prisoner  The (1997),4.6617618
25,Butcher Boy  The (1998),4.6617618
25,Butcher Boy  The (1998),4.6617618
25,Brothers in Trouble (1995),4.6617618
25,Wrong Trousers  The (1993),4.6565046
26,Angel Baby (1995),4.268305
26,Boys  Les (1997),4.2352824
26,Saint of Fort Washington  The (1993),4.097698
26,Pather Panchali (1955),4.0858984
26,Santa with Muscles (1996),4.0847735
26,Anna (1996),3.969585
26,Star Kid (1997),3.96068
26,Spanish Prisoner  The (1997),3.9454558
26,Butcher Boy  The (1998),3.9454558
26,Butcher Boy  The (1998),3.9454558
27,Saint of Fort Washington  The (1993),4.310663
27,Star Kid (1997),4.1909943
27,Spanish Prisoner  The (1997),4.1842365
27,Butcher Boy  The (1998),4.1842365
27,Butcher Boy  The (1998),4.1842365
27,Brothers in Trouble (1995),4.1842365
27,Santa with Muscles (1996),4.140744
27,Some Mother's Son (1996),4.129034
27,Pather Panchali (1955),4.120009
27,Anna (1996),4.0632615
28,Boys  Les (1997),5.0403204
28,Saint of Fort Washington  The (1993),5.0351048
28,Santa with Muscles (1996),4.998496
28,Mina Tannenbaum (1994),4.68005
28,Star Kid (1997),4.5858035
28,Faust (1994),4.565017
28,Star Wars (1977),4.5487547
28,My Man Godfrey (1936),4.536677
28,Perfect Candidate  A (1996),4.5233417
28,Spanish Prisoner  The (1997),4.5212355
29,Some Mother's Son (1996),4.891942
29,Pather Panchali (1955),4.854156
29,Anna (1996),4.821343
29,Santa with Muscles (1996),4.821046
29,Spanish Prisoner  The (1997),4.809533
29,Butcher Boy  The (1998),4.809533
29,Butcher Boy  The (1998),4.809533
29,Brothers in Trouble (1995),4.809533
29,Star Kid (1997),4.7913527
29,American Dream (1990),4.7076707
30,Some Mother's Son (1996),5.23315
30,Pather Panchali (1955),5.185724
30,Anna (1996),5.113565
30,Spanish Prisoner  The (1997),5.0893173
30,Butcher Boy  The (1998),5.0893173
30,Butcher Boy  The (1998),5.0893173
30,Brothers in Trouble (1995),5.0893173
30,Star Kid (1997),4.9887605
30,Saint of Fort Washington  The (1993),4.9784718
30,Angel Baby (1995),4.889053
31,Boys  Les (1997),5.128018
31,Boy's Life 2 (1997),5.032018
31,Aiqing wansui (1994),4.9410276
31,Angel Baby (1995),4.937047
31,Pather Panchali (1955),4.9058566
31,American Dream (1990),4.8419676
31,Some Mother's Son (1996),4.808734
31,Faust (1994),4.7839417
31,Anna (1996),4.7805014
31,Kaspar Hauser (1993),4.7783284
32,Saint of Fort Washington  The (1993),4.441835
32,Santa with Muscles (1996),4.323649
32,Spanish Prisoner  The (1997),4.2789383
32,Butcher Boy  The (1998),4.2789383
32,Butcher Boy  The (1998),4.2789383
32,Brothers in Trouble (1995),4.2789383
32,Star Kid (1997),4.2270694
32,Boys  Les (1997),4.218692
32,Pather Panchali (1955),4.2079086
32,Some Mother's Son (1996),4.1478972
33,Saint of Fort Washington  The (1993),4.9860554
33,Santa with Muscles (1996),4.731422
33,Winter Guest  The (1997),4.6781077
33,Golden Earrings (1947),4.670806
33,Star Kid (1997),4.621816
33,Titanic (1997),4.5410523
33,Ayn Rand: A Sense of Life (1997),4.4847546
33,Shawshank Redemption  The (1994),4.478573
33,Spanish Prisoner  The (1997),4.477578
33,Butcher Boy  The (1998),4.477578
34,Year of the Horse (1997),6.0550404
34,Some Mother's Son (1996),5.862492
34,The Deadly Cure (1996),5.7259016
34,Bitter Sugar (Azucar Amargo) (1996),5.7258625
34,Incognito (1997),5.7010894
34,Pather Panchali (1955),5.6809382
34,Anna (1996),5.5931416
34,Burnt By the Sun (1994),5.5851903
34,Love and Death on Long Island (1997),5.505051
34,8 Heads in a Duffel Bag (1997),5.4654956
35,Hurricane Streets (1998),4.592303
35,Golden Earrings (1947),4.242847
35,Doom Generation  The (1995),4.1231318
35,Visitors  The (Visiteurs  Les) (1993),4.0590277
35,Ayn Rand: A Sense of Life (1997),3.9988437
35,Rough Magic (1995),3.9336855
35,Titanic (1997),3.8996584
35,8 Heads in a Duffel Bag (1997),3.8898506
35,Horseman on the Roof  The (Hussard sur le toit  Le) (1995),3.8818054
35,Leading Man  The (1996),3.8310964
36,8 Heads in a Duffel Bag (1997),7.4704366
36,Hurricane Streets (1998),7.2194195
36,Old Lady Who Walked in the Sea  The (Vieille qui marchait dans la mer  La) (1991),6.6550655
36,Rendezvous in Paris (Rendez-vous de Paris  Les) (1995),6.2220044
36,Golden Earrings (1947),6.101253
36,Selena (1997),5.9138837
36,Legal Deceit (1997),5.9071827
36,Kull the Conqueror (1997),5.5987134
36,Radioland Murders (1994),5.5665545
36,Kull the Conqueror (1997),5.516555
37,Saint of Fort Washington  The (1993),4.8537674
37,Santa with Muscles (1996),4.8305583
37,Star Kid (1997),4.520736
37,Harlem (1993),4.441013
37,My Man Godfrey (1936),4.4365373
37,Winter Guest  The (1997),4.4255295
37,Mina Tannenbaum (1994),4.382605
37,Spanish Prisoner  The (1997),4.3806124
37,Butcher Boy  The (1998),4.3806124
37,Butcher Boy  The (1998),4.3806124
38,Hurricane Streets (1998),7.534949
38,8 Heads in a Duffel Bag (1997),7.0029078
38,Rendezvous in Paris (Rendez-vous de Paris  Les) (1995),6.655188
38,Old Lady Who Walked in the Sea  The (Vieille qui marchait dans la mer  La) (1991),6.358302
38,Radioland Murders (1994),5.915923
38,Golden Earrings (1947),5.6924043
38,Frisk (1995),5.5279694
38,Doom Generation  The (1995),5.5130806
38,Legal Deceit (1997),5.506055
38,Hugo Pool (1997),5.481818
39,Slingshot  The (1993),5.144506
39,Winter Guest  The (1997),5.119377
39,Little City (1998),5.035954
39,Stalker (1979),5.0310645
39,Killer (Bulletproof Heart) (1994),4.890043
39,Double vie de V?ronique  La (Double Life of Veronique  The) (1991),4.818668
39,Pillow Book  The (1995),4.7805233
39,Cure  The (1995),4.7632036
39,American Dream (1990),4.6621127
39,Ruby in Paradise (1993),4.660312
40,Santa with Muscles (1996),3.8913338
40,Star Kid (1997),3.7452192
40,Wrong Trousers  The (1993),3.7091627
40,Saint of Fort Washington  The (1993),3.7024295
40,Horseman on the Roof  The (Hussard sur le toit  Le) (1995),3.701525
40,Close Shave  A (1995),3.6762335
40,Wallace & Gromit: The Best of Aardman Animation (1996),3.672242
40,Pather Panchali (1955),3.646034
40,Whole Wide World  The (1996),3.6430643
40,Spanish Prisoner  The (1997),3.6391761
41,Boys  Les (1997),5.298707
41,Angel Baby (1995),4.87019
41,Faust (1994),4.7458797
41,Santa with Muscles (1996),4.706042
41,Saint of Fort Washington  The (1993),4.4912
41,Pather Panchali (1955),4.476459
41,Aiqing wansui (1994),4.461538
41,Close Shave  A (1995),4.4140697
41,Maya Lin: A Strong Clear Vision (1994),4.40684
41,Wrong Trousers  The (1993),4.3813844
42,Golden Earrings (1947),4.9982147
42,Visitors  The (Visiteurs  Les) (1993),4.8519764
42,Love in the Afternoon (1957),4.6671715
42,Raiders of the Lost Ark (1981),4.660019
42,Angel Baby (1995),4.6296215
42,Titanic (1997),4.627705
42,Horseman on the Roof  The (Hussard sur le toit  Le) (1995),4.602162
42,Braveheart (1995),4.591711
42,Selena (1997),4.5753865
42,It's a Wonderful Life (1946),4.572932
43,Horseman on the Roof  The (Hussard sur le toit  Le) (1995),4.681507
43,Star Kid (1997),4.618571
43,Golden Earrings (1947),4.607053
43,Saint of Fort Washington  The (1993),4.5905805
43,Hurricane Streets (1998),4.5886626
43,Santa with Muscles (1996),4.5753164
43,Pather Panchali (1955),4.557782
43,Schindler's List (1993),4.5384054
43,Anna (1996),4.519896
43,N?nette et Boni (1996),4.518778
44,Boys  Les (1997),4.9227304
44,Santa with Muscles (1996),4.804704
44,Saint of Fort Washington  The (1993),4.799194
44,Star Wars (1977),4.521606
44,Angel Baby (1995),4.4775734
44,Star Kid (1997),4.437402
44,Faust (1994),4.389103
44,Wrong Trousers  The (1993),4.3875504
44,Raiders of the Lost Ark (1981),4.3825703
44,Empire Strikes Back  The (1980),4.3664083
45,Santa with Muscles (1996),5.0511227
45,Pather Panchali (1955),5.0488853
45,Angel Baby (1995),5.0407248
45,Saint of Fort Washington  The (1993),5.0381513
45,Star Kid (1997),4.956957
45,Boys  Les (1997),4.956909
45,Anna (1996),4.945908
45,Spanish Prisoner  The (1997),4.9342203
45,Butcher Boy  The (1998),4.9342203
45,Butcher Boy  The (1998),4.9342203
46,N?nette et Boni (1996),5.4180617
46,Some Mother's Son (1996),5.380288
46,Anna (1996),5.273221
46,Pather Panchali (1955),5.2694173
46,Spanish Prisoner  The (1997),5.1335864
46,Butcher Boy  The (1998),5.1335864
46,Butcher Boy  The (1998),5.1335864
46,Brothers in Trouble (1995),5.1335864
46,Star Kid (1997),5.1283884
46,Whole Wide World  The (1996),5.1205273
47,Angel Baby (1995),5.005834
47,Pather Panchali (1955),5.003649
47,Boys  Les (1997),4.96655
47,Some Mother's Son (1996),4.9407425
47,Anna (1996),4.8826404
47,Spanish Prisoner  The (1997),4.832396
47,Butcher Boy  The (1998),4.832396
47,Butcher Boy  The (1998),4.832396
47,Brothers in Trouble (1995),4.832396
47,Boy's Life 2 (1997),4.7774096
48,Boys  Les (1997),5.089129
48,Angel Baby (1995),5.059148
48,Saint of Fort Washington  The (1993),4.6991568
48,Pather Panchali (1955),4.5255337
48,Santa with Muscles (1996),4.474119
48,Golden Earrings (1947),4.46827
48,Schindler's List (1993),4.441264
48,Shawshank Redemption  The (1994),4.429894
48,Star Wars (1977),4.3721123
48,Raiders of the Lost Ark (1981),4.3673887
49,Boy's Life 2 (1997),4.6078563
49,Boys  Les (1997),4.488932
49,Aiqing wansui (1994),4.408899
49,Aparajito (1956),4.3717046
49,Angel Baby (1995),4.30576
49,World of Apu  The (Apur Sansar) (1959),4.2515163
49,Kaspar Hauser (1993),4.2388515
49,American Dream (1990),4.2378473
49,Pather Panchali (1955),4.1469874
49,The Deadly Cure (1996),4.137011
50,Love and Death on Long Island (1997),6.058501
50,Winter Guest  The (1997),5.404491
50,Slingshot  The (1993),5.286791
50,Double vie de V?ronique  La (Double Life of Veronique  The) (1991),5.1990848
50,Mina Tannenbaum (1994),5.1156316
50,Bad Taste (1987),5.100606
50,Brother Minister: The Assassination of Malcolm X (1994),5.09003
50,Pillow Book  The (1995),5.054824
50,Stalker (1979),4.991501
50,Bitter Sugar (Azucar Amargo) (1996),4.952586
51,Man in the Iron Mask  The (1998),4.5551147
51,Saint of Fort Washington  The (1993),4.5336676
51,Santa with Muscles (1996),4.45115
51,Harlem (1993),4.388229
51,Terminator  The (1984),4.3829765
51,Ayn Rand: A Sense of Life (1997),4.3733697
51,8 Seconds (1994),4.371739
51,Star Wars (1977),4.3635855
51,Love in the Afternoon (1957),4.3332453
51,Boys  Les (1997),4.3287907
52,Pather Panchali (1955),5.4844475
52,Some Mother's Son (1996),5.4575253
52,Anna (1996),5.418596
52,Angel Baby (1995),5.3924537
52,Spanish Prisoner  The (1997),5.3209085
52,Butcher Boy  The (1998),5.3209085
52,Butcher Boy  The (1998),5.3209085
52,Brothers in Trouble (1995),5.3209085
52,Star Kid (1997),5.289027
52,Santa with Muscles (1996),5.209904
53,Angel Baby (1995),5.182172
53,N?nette et Boni (1996),4.7951784
53,Horseman on the Roof  The (Hussard sur le toit  Le) (1995),4.6979146
53,Golden Earrings (1947),4.695449
53,Someone Else's America (1995),4.691709
53,Schindler's List (1993),4.6865716
53,It's a Wonderful Life (1946),4.6718407
53,Pather Panchali (1955),4.6393023
53,Great Day in Harlem  A (1994),4.6176295
53,Santa with Muscles (1996),4.5780563
54,Winter Guest  The (1997),5.4457984
54,Love and Death on Long Island (1997),5.2623963
54,Slingshot  The (1993),5.2580395
54,Frisk (1995),5.0931435
54,Hurricane Streets (1998),5.0107985
54,Saint of Fort Washington  The (1993),4.884698
54,Stalker (1979),4.881525
54,Some Mother's Son (1996),4.877854
54,Spanish Prisoner  The (1997),4.87014
54,Butcher Boy  The (1998),4.87014
55,Boys  Les (1997),6.038012
55,Angel Baby (1995),5.176301
55,In the Line of Duty 2 (1987),4.7928042
55,Faster Pussycat! Kill! Kill! (1965),4.7744093
55,Saint of Fort Washington  The (1993),4.723985
55,Safe Passage (1994),4.474497
55,Unzipped (1995),4.434916
55,Raging Bull (1980),4.431558
55,Truman Show  The (1998),4.408861
55,Captives (1994),4.392624
56,Saint of Fort Washington  The (1993),4.9222765
56,Santa with Muscles (1996),4.733468
56,Golden Earrings (1947),4.6951766
56,Star Kid (1997),4.5662518
56,Titanic (1997),4.5532317
56,Shawshank Redemption  The (1994),4.502338
56,Star Wars (1977),4.4958935
56,Raiders of the Lost Ark (1981),4.4934053
56,My Man Godfrey (1936),4.4314756
56,Horseman on the Roof  The (Hussard sur le toit  Le) (1995),4.422918
57,Saint of Fort Washington  The (1993),4.7760925
57,Golden Earrings (1947),4.6488504
57,Star Kid (1997),4.617557
57,Santa with Muscles (1996),4.584551
57,Shawshank Redemption  The (1994),4.52148
57,Spanish Prisoner  The (1997),4.52118
57,Butcher Boy  The (1998),4.52118
57,Butcher Boy  The (1998),4.52118
57,Brothers in Trouble (1995),4.52118
57,Pather Panchali (1955),4.517669
58,Santa with Muscles (1996),5.1530137
58,Mina Tannenbaum (1994),5.0884075
58,Faust (1994),4.983782
58,Little City (1998),4.93486
58,Wallace & Gromit: The Best of Aardman Animation (1996),4.897215
58,Maya Lin: A Strong Clear Vision (1994),4.84994
58,Saint of Fort Washington  The (1993),4.843293
58,Boys  Les (1997),4.7982645
58,Wrong Trousers  The (1993),4.776115
58,Star Kid (1997),4.75572
59,Boys  Les (1997),5.480258
59,Saint of Fort Washington  The (1993),5.2758594
59,Santa with Muscles (1996),5.174003
59,Pather Panchali (1955),5.14615
59,Spanish Prisoner  The (1997),5.122553
59,Butcher Boy  The (1998),5.122553
59,Butcher Boy  The (1998),5.122553
59,Brothers in Trouble (1995),5.122553
59,Mina Tannenbaum (1994),5.056008
59,Star Kid (1997),4.992848
60,Angel Baby (1995),5.253617
60,Boys  Les (1997),5.2101183
60,Pather Panchali (1955),5.0693655
60,Santa with Muscles (1996),5.0150585
60,Saint of Fort Washington  The (1993),4.940137
60,Anna (1996),4.939781
60,Spanish Prisoner  The (1997),4.88816
60,Butcher Boy  The (1998),4.88816
60,Butcher Boy  The (1998),4.88816
60,Brothers in Trouble (1995),4.88816
61,Angel Baby (1995),5.4383335
61,Boys  Les (1997),5.182681
61,Little Princess  A (1995),4.5434756
61,Golden Earrings (1947),4.52628
61,Best Men (1997),4.50561
61,Selena (1997),4.4979606
61,Love Serenade (1996),4.495548
61,Raiders of the Lost Ark (1981),4.4766717
61,Love in the Afternoon (1957),4.4619093
61,Little Princess  The (1939),4.455479
62,Boys  Les (1997),5.096971
62,Angel Baby (1995),5.0008483
62,Pather Panchali (1955),4.537498
62,Santa with Muscles (1996),4.3866305
62,Saint of Fort Washington  The (1993),4.3769813
62,Anna (1996),4.355046
62,Faust (1994),4.3240347
62,Spanish Prisoner  The (1997),4.289784
62,Butcher Boy  The (1998),4.289784
62,Butcher Boy  The (1998),4.289784
63,American Dream (1990),4.308107
63,Santa with Muscles (1996),4.251519
63,Some Mother's Son (1996),4.211826
63,Spanish Prisoner  The (1997),4.201382
63,Butcher Boy  The (1998),4.201382
63,Butcher Boy  The (1998),4.201382
63,Brothers in Trouble (1995),4.201382
63,Mina Tannenbaum (1994),4.1667657
63,Kaspar Hauser (1993),4.1514816
63,Bitter Sugar (Azucar Amargo) (1996),4.140166
64,Boys  Les (1997),5.2147937
64,Angel Baby (1995),5.071424
64,Santa with Muscles (1996),4.6562057
64,Saint of Fort Washington  The (1993),4.591465
64,Pather Panchali (1955),4.544339
64,Faust (1994),4.495326
64,Star Wars (1977),4.374583
64,Close Shave  A (1995),4.372902
64,They Made Me a Criminal (1939),4.369839
64,Anna (1996),4.3605485
65,Angel Baby (1995),5.0332017
65,N?nette et Boni (1996),4.6648664
65,Golden Earrings (1947),4.663112
65,Schindler's List (1993),4.6289897
65,Someone Else's America (1995),4.6244946
65,Pather Panchali (1955),4.6176667
65,It's a Wonderful Life (1946),4.58125
65,8 Heads in a Duffel Bag (1997),4.525762
65,Anna (1996),4.5221667
65,Horseman on the Roof  The (Hussard sur le toit  Le) (1995),4.5164046
66,Saint of Fort Washington  The (1993),4.739246
66,Golden Earrings (1947),4.5765557
66,Boys  Les (1997),4.4385867
66,Santa with Muscles (1996),4.3336906
66,Raiders of the Lost Ark (1981),4.2660546
66,Braveheart (1995),4.223882
66,Shawshank Redemption  The (1994),4.222549
66,Star Wars (1977),4.2214947
66,Terminator 2: Judgment Day (1991),4.199953
66,Titanic (1997),4.189423
67,Winter Guest  The (1997),5.3705077
67,Saint of Fort Washington  The (1993),5.2027607
67,Santa with Muscles (1996),5.1362495
67,Slingshot  The (1993),5.111682
67,Star Kid (1997),5.101366
67,Spanish Prisoner  The (1997),4.9872966
67,Butcher Boy  The (1998),4.9872966
67,Butcher Boy  The (1998),4.9872966
67,Brothers in Trouble (1995),4.9872966
67,Little City (1998),4.958594
68,Angel Baby (1995),5.18158
68,Boys  Les (1997),5.1207447
68,Aiqing wansui (1994),5.081609
68,Faust (1994),5.022461
68,Boy's Life 2 (1997),4.9997754
68,Two or Three Things I Know About Her (1966),4.968282
68,Aparajito (1956),4.8287687
68,Close Shave  A (1995),4.8286324
68,Grosse Fatigue (1994),4.7878284
68,Pather Panchali (1955),4.750693
69,Boys  Les (1997),5.770906
69,Angel Baby (1995),5.211438
69,Santa with Muscles (1996),5.0151725
69,Saint of Fort Washington  The (1993),4.998052
69,Pather Panchali (1955),4.9656
69,Faust (1994),4.9609795
69,Mina Tannenbaum (1994),4.895523
69,Spanish Prisoner  The (1997),4.8196125
69,Butcher Boy  The (1998),4.8196125
69,Butcher Boy  The (1998),4.8196125
70,Angel Baby (1995),4.7669215
70,Boys  Les (1997),4.760711
70,Saint of Fort Washington  The (1993),4.569019
70,Pather Panchali (1955),4.4688077
70,Santa with Muscles (1996),4.4542446
