userId,factors
230,WrappedArray(-0.20521541, -1.0539756, 0.1906528, 1.2068114, 1.8044875)
240,WrappedArray(-1.0081363, -1.9611489, -0.64213324, 0.08907548, 1.3839401)
250,WrappedArray(-0.5760515, -1.25881, -0.08542266, 0.25849572, 1.882985)
260,WrappedArray(0.7979158, -1.8273191, 0.5614099, 1.0773098, 1.4473791)
270,WrappedArray(-0.32979462, -2.0036144, -0.11987484, 0.34929478, 1.902366)
280,WrappedArray(-0.21614802, -1.6551899, -0.2971464, 0.6928233, 1.556923)
290,WrappedArray(-0.48083144, -0.8891457, 0.722612, 0.843051, 1.4748201)
300,WrappedArray(-0.11456986, -2.4576056, -0.17926422, 0.520857, 1.0137414)
310,WrappedArray(-1.1742277, -0.98253065, -0.8157802, 0.31944597, 1.8884321)
320,WrappedArray(-0.6571842, -1.6220137, 0.8227862, 0.264124, 1.445507)
330,WrappedArray(-0.5332013, -1.467551, 0.2814838, 1.1107533, 1.929474)
340,WrappedArray(-0.27489096, -0.59896314, 1.1857257, 1.4684377, 1.8358284)
350,WrappedArray(-0.86251825, -0.92318904, -0.19684188, 0.022848343, 2.0087929)
360,WrappedArray(-0.7090416, -1.0341402, -0.45086053, 0.17656112, 1.8646556)
370,WrappedArray(-0.66817737, -0.5640967, -0.1729558, 0.5742594, 1.8577259)
380,WrappedArray(-0.6285032, -0.7960993, -0.20895663, 0.3157163, 1.5268615)
390,WrappedArray(-0.88261217, -0.7584118, -0.049994428, 1.4438424, 1.69456)
400,WrappedArray(-0.92450017, -1.5129732, 0.3418276, 0.18290688, 1.4151148)
410,WrappedArray(-0.80556464, -1.3411052, -0.04832793, 0.70477194, 0.90309435)
420,WrappedArray(-0.72996086, -1.1347702, -0.74830085, 0.19388378, 1.7655683)
430,WrappedArray(-1.1583853, -0.56501776, 0.09364242, 0.44499165, 1.7188896)
440,WrappedArray(-0.6711007, -1.9487154, -0.79337716, 0.8338486, 1.3160403)
450,WrappedArray(-0.6579114, -1.2612646, 0.1259153, 0.7832902, 1.7983149)
460,WrappedArray(-0.34781307, -0.88188636, -0.6711426, 0.29257727, 1.7843751)
470,WrappedArray(-0.5093984, -1.3174291, 0.23834269, 0.1914534, 1.6454898)
480,WrappedArray(-1.1064335, -0.6020417, -0.34414843, 0.43162677, 1.6067606)
490,WrappedArray(-1.1934421, -1.0727441, 0.12576593, -0.7862298, 0.94492793)
500,WrappedArray(-0.5877464, -1.448899, -0.2249219, -0.06154427, 1.4893204)
510,WrappedArray(-0.9848954, -0.9347663, 0.77173215, 1.1096171, 1.0605509)
520,WrappedArray(-0.7244996, -0.759146, -0.7544648, 1.172899, 1.6852137)
530,WrappedArray(-0.36070648, -1.235854, -0.11351047, 0.8763207, 1.768096)
540,WrappedArray(-0.71888196, -1.3950031, 0.088711515, 0.22947505, 1.68415)
550,WrappedArray(-1.2279314, -1.5699284, 1.0230929, 0.3433789, 1.0686172)
560,WrappedArray(-0.9210796, -1.256768, 0.009572131, 0.0542931, 1.4123092)
570,WrappedArray(-0.77809227, -1.2037977, -0.35231847, -0.14149012, 1.1167898)
580,WrappedArray(-0.44575596, -1.8327138, 0.40168437, -0.0036349876, 1.3602786)
590,WrappedArray(-0.9827999, -1.1583352, -1.193179, 0.2780176, 1.339075)
600,WrappedArray(-0.9475827, -1.1398945, 0.09061316, 0.37432888, 1.7635002)
610,WrappedArray(-0.45957783, -0.49187657, 0.20739461, 0.44300672, 2.0599196)
620,WrappedArray(-0.14308144, -1.6986986, 0.81435716, 0.97498405, 1.4675754)
630,WrappedArray(-0.18268411, -1.6797503, 0.73678434, 0.6958559, 1.0557319)
640,WrappedArray(-1.1174511, -1.3873913, 0.37957865, 0.31916136, 1.8318073)
650,WrappedArray(-0.81582636, -0.968555, 0.1525693, 0.31011683, 1.4229066)
660,WrappedArray(-0.8014269, -0.8456233, -0.034966573, 0.3454584, 1.166553)
670,WrappedArray(-0.98988444, -0.3684607, 0.35368484, 0.7380315, 1.7906629)
680,WrappedArray(-0.9603283, -1.4191875, -0.23210073, 0.30614784, 1.5539957)
690,WrappedArray(-0.12430098, -1.0994841, 0.6552099, 0.36787993, 1.5817248)
700,WrappedArray(-0.8919517, -0.7651774, 0.49579045, 0.50325954, 1.4315125)
710,WrappedArray(-0.7472277, -0.8734879, -0.042397466, -0.024171777, 1.8271654)
720,WrappedArray(-0.67693514, -1.4405344, -0.5515977, 0.62335616, 1.4627202)
730,WrappedArray(-1.4105536, -0.99699086, -0.12353465, 0.43480107, 1.2283884)
740,WrappedArray(-0.4650918, -1.1883328, -0.4236011, 0.77922344, 1.6722955)
750,WrappedArray(-1.013095, -1.2706501, 0.42403945, 0.15643327, 1.3946311)
760,WrappedArray(0.21027505, -1.6387665, 0.14760612, 0.7776861, 1.2487876)
770,WrappedArray(-0.5729847, -1.8060727, -0.13927005, 0.50660217, 1.8715852)
780,WrappedArray(-0.79631644, -0.5935495, 0.6469778, 1.1143072, 1.6142172)
790,WrappedArray(-0.67818564, -1.1943362, 0.3232932, 0.24001433, 1.360923)
800,WrappedArray(-0.86664563, -1.2559686, 0.21225563, 0.8426154, 1.4569616)
810,WrappedArray(-0.4352993, -1.5770609, 0.42031544, 1.1157719, 2.102878)
820,WrappedArray(-0.9147016, -1.0120603, 0.16027725, -0.2932339, 1.465018)
830,WrappedArray(-1.0036508, -0.5748131, 0.226046, 0.93440866, 1.7650899)
840,WrappedArray(-0.89864665, -0.9443146, -0.31005904, 0.25099942, 1.9057337)
850,WrappedArray(-0.89797246, -0.93566334, 0.80251205, 1.6333948, 1.5942028)
860,WrappedArray(-0.56999123, -0.99454683, -0.15177287, 0.33217424, 1.6338755)
870,WrappedArray(-0.76345634, -1.0024856, -0.017932275, 0.059263293, 1.6553949)
880,WrappedArray(-0.8384269, -1.4020272, 0.21441835, 0.24328384, 1.5711412)
890,WrappedArray(-0.94501376, -0.60748696, -0.1484434, -0.12820186, 2.0515351)
900,WrappedArray(-1.1353824, -0.7230448, 0.03738756, 0.261077, 1.0032041)
910,WrappedArray(-0.80278444, -0.8182637, 0.13003904, 0.18202943, 1.5726892)
920,WrappedArray(-0.57692295, -1.3245044, 0.45541072, -0.06839126, 1.3219718)
930,WrappedArray(-0.24327327, -1.1300952, -0.28949973, 1.1376173, 1.1956353)
940,WrappedArray(-0.7852906, -1.2005304, 0.2702406, 0.65156484, 1.3208207)
1,WrappedArray(-1.3607882, -1.2201338, -0.18859889, 0.10471192, 1.4972737)
11,WrappedArray(-0.7797595, -1.0911871, -0.10430741, 0.7301732, 1.5337038)
21,WrappedArray(-0.7294187, -0.9782931, -0.0015919718, -0.31675157, 1.7306049)
31,WrappedArray(-0.97878534, -1.2066214, -0.53260636, -0.17336455, 1.6196972)
41,WrappedArray(-1.2460483, -0.9222668, -0.033407394, -0.085123725, 1.5112431)
51,WrappedArray(-1.1259336, -1.0709597, 1.3200681, 0.29490933, 1.0784023)
